example_id,trajectory_id,matched_role,reasoning_step_idx,action_change,optimal_to_suboptimal,sustained_optimal_to_suboptimal,suboptimal_to_optimal,commitment_onset,error_wall_left,error_wall_right,error_wall_up,error_wall_down,error_has_key,error_door_open,any_wall_error,any_current_state_error,chosen_wall_error,chosen_wall_reports_blocked,chosen_effect_error,chosen_effect_reports_hit,belief_action_conflict,any_hit_wall_after_error,any_has_key_after_error,any_door_open_after_error
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,73,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,74,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,75,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,76,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,77,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,78,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,79,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,80,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,81,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,82,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,83,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,84,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,85,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,86,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,87,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,88,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,89,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,90,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,91,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,92,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,93,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,94,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,95,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,96,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,97,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,98,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,99,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,100,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,101,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,102,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,103,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,104,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,105,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,106,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,107,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,108,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,109,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,control,110,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
