question_id,representation,progress_bucket_10,n_positions,accuracy,balanced_accuracy
wall_up,boundary_window_mean,2,77,0.6883116883116883,0.5842749529190208
wall_up,boundary_window_mean,3,68,0.5147058823529411,0.4257861635220126
wall_up,boundary_window_mean,4,67,0.4626865671641791,0.5026954177897573
wall_up,boundary_window_mean,5,69,0.4927536231884058,0.5389150943396226
wall_up,boundary_window_mean,6,67,0.43283582089552236,0.45754716981132076
wall_up,boundary_window_mean,7,68,0.4117647058823529,0.43144654088050316
wall_up,boundary_window_mean,8,77,0.4675324675324675,0.42090395480225984
wall_up,boundary_window_mean,9,65,0.47692307692307695,0.4334733893557423
wall_up,boundary_window_mean,10,48,0.5416666666666666,0.4157894736842105
wall_up,last_token,0,48,0.6666666666666666,0.6052631578947368
wall_up,last_token,1,65,0.6153846153846154,0.4698879551820728
wall_up,last_token,2,77,0.6623376623376623,0.5866290018832392
wall_up,last_token,3,68,0.5882352941176471,0.5924528301886792
wall_up,last_token,4,67,0.44776119402985076,0.49326145552560646
wall_up,last_token,5,69,0.5362318840579711,0.5672169811320755
wall_up,last_token,6,67,0.4626865671641791,0.4238544474393531
wall_up,last_token,7,68,0.4117647058823529,0.43144654088050316
wall_up,last_token,8,77,0.4155844155844156,0.3483992467043314
wall_up,last_token,9,65,0.5076923076923077,0.45308123249299725
wall_up,last_token,10,48,0.7083333333333334,0.5947368421052632
wall_up,sentence_mean,0,48,0.5416666666666666,0.5263157894736843
wall_up,sentence_mean,1,65,0.6615384615384615,0.5252100840336134
wall_up,sentence_mean,2,77,0.7272727272727273,0.667608286252354
wall_up,sentence_mean,3,68,0.5882352941176471,0.5446540880503145
wall_up,sentence_mean,4,67,0.5671641791044776,0.568733153638814
wall_up,sentence_mean,5,69,0.5652173913043478,0.5642688679245282
wall_up,sentence_mean,6,67,0.4626865671641791,0.4238544474393531
wall_up,sentence_mean,7,68,0.6029411764705882,0.5540880503144654
wall_up,sentence_mean,8,77,0.42857142857142855,0.3375706214689265
wall_up,sentence_mean,9,65,0.6,0.5119047619047619
wall_up,sentence_mean,10,48,0.5416666666666666,0.4526315789473684
