audit_type,event_id,example_id,trajectory_id,failure_category,reasoning_step_idx,reasoning_progress,event_type,previous_action,current_action,strictly_sustained_to_trace_end,shift_id,question_id,question_family,previous_answer,current_answer,ground_truth,shift_type,persistent_belief_error
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:action:11,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,backtrack,11,0.34375,transient_optimal_to_suboptimal,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:action:12,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,backtrack,12,0.375,suboptimal_to_optimal_recovery,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:action:23,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,backtrack,23,0.71875,sustained_optimal_to_suboptimal,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:action:25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,backtrack,25,0.78125,suboptimal_to_optimal_recovery,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000:action:14,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,avoidable_detour,14,0.5384615384615384,transient_optimal_to_suboptimal,RIGHT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000:action:15,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,avoidable_detour,15,0.5769230769230769,suboptimal_to_optimal_recovery,DOWN,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,avoidable_detour,18,0.6923076923076923,sustained_optimal_to_suboptimal,RIGHT,DOWN,True,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_006:action:1,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,none,1,0.037037037037037035,suboptimal_to_optimal_recovery,UP,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_006:action:10,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,none,10,0.37037037037037035,transient_optimal_to_suboptimal,DOWN,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_006:action:11,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,none,11,0.4074074074074074,suboptimal_to_optimal_recovery,UP,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:2,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,2,0.0625,suboptimal_to_optimal_recovery,UP,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:5,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,5,0.15625,sustained_optimal_to_suboptimal,DOWN,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:7,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,7,0.21875,suboptimal_to_optimal_recovery,UP,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:8,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,8,0.25,sustained_optimal_to_suboptimal,DOWN,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:10,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,10,0.3125,suboptimal_to_optimal_recovery,UP,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:11,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,11,0.34375,sustained_optimal_to_suboptimal,DOWN,UP,True,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:1,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,1,0.03333333333333333,sustained_optimal_to_suboptimal,DOWN,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:2,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,2,0.06666666666666667,action_identity_change_without_optimality_change,LEFT,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:16,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,16,0.5333333333333333,suboptimal_to_optimal_recovery,RIGHT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,18,0.6,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:21,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,21,0.7,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:24,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,24,0.8,suboptimal_to_optimal_recovery,UP,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:3,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,3,0.1111111111111111,action_identity_change_without_optimality_change,UP,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:5,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,5,0.18518518518518517,action_identity_change_without_optimality_change,LEFT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:7,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,7,0.25925925925925924,action_identity_change_without_optimality_change,UP,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:9,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,9,0.3333333333333333,action_identity_change_without_optimality_change,LEFT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:10,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,10,0.37037037037037035,action_identity_change_without_optimality_change,UP,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:13,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,13,0.48148148148148145,action_identity_change_without_optimality_change,LEFT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:14,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,14,0.5185185185185185,action_identity_change_without_optimality_change,UP,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,none,18,0.6666666666666666,action_identity_change_without_optimality_change,LEFT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23_step_006:action:1,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23,none,1,0.05,suboptimal_to_optimal_recovery,LEFT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003:action:1,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,oscillation_2cycle,1,0.03125,suboptimal_to_optimal_recovery,LEFT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003:action:2,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,oscillation_2cycle,2,0.0625,action_identity_change_without_optimality_change,DOWN,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003:action:4,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,oscillation_2cycle,4,0.125,action_identity_change_without_optimality_change,RIGHT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003:action:5,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,oscillation_2cycle,5,0.15625,action_identity_change_without_optimality_change,DOWN,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003:action:8,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,oscillation_2cycle,8,0.25,transient_optimal_to_suboptimal,RIGHT,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003:action:9,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,oscillation_2cycle,9,0.28125,suboptimal_to_optimal_recovery,LEFT,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003:action:11,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,oscillation_2cycle,11,0.34375,action_identity_change_without_optimality_change,RIGHT,DOWN,False,,,,,,,,
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,1,0.03333333333333333,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:1,door_open,core,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,2,0.06666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:2,door_open,core,invalid,yes,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,3,0.1,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:3,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,6,0.2,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:6,door_open,core,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,7,0.23333333333333334,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:7,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,12,0.4,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:12,door_open,core,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,13,0.43333333333333335,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:13,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,14,0.4666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:14,door_open,core,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,15,0.5,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:15,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,26,0.8666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:26,door_open,core,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,27,0.9,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:27,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,28,0.9333333333333333,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:28,door_open,core,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,29,0.9666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:door_open:29,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,2,0.06666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:2,wall_right,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,3,0.1,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:3,wall_right,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,8,0.26666666666666666,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:8,wall_right,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,9,0.3,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:9,wall_right,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,15,0.5,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:15,wall_right,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,17,0.5666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:17,wall_right,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,29,0.9666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:29,wall_right,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,30,1.0,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_right:30,wall_right,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,1,0.03333333333333333,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_left:1,wall_left,wall_directional,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,10,0.3333333333333333,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_left:10,wall_left,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,11,0.36666666666666664,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_left:11,wall_left,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,1,0.03333333333333333,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_down:1,wall_down,wall_directional,no,yes,yes,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,2,0.06666666666666667,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_down:2,wall_down,wall_directional,yes,invalid,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,3,0.1,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_down:3,wall_down,wall_directional,invalid,yes,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,4,0.13333333333333333,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_down:4,wall_down,wall_directional,yes,invalid,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,5,0.16666666666666666,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:wall_down:5,wall_down,wall_directional,invalid,yes,yes,invalid_boundary,False
