event_id,example_id,trajectory_id,failure_category,reasoning_step_idx,reasoning_progress,event_type,previous_action,current_action,strictly_sustained_to_trace_end,belief_shift_id,question_id,question_family,shift_type,persistent_belief_error,belief_shift_step_idx,belief_shift_minus_action_event_steps,temporal_relation
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:action:6,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,avoidable_detour,6,0.03125,sustained_optimal_to_suboptimal,DOWN,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:wall_down:6,wall_down,wall_directional,belief_error_onset,True,6,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:action:6,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,avoidable_detour,6,0.03125,sustained_optimal_to_suboptimal,DOWN,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:agent_location:6,agent_location,coordinates,belief_error_onset,True,6,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:action:32,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,avoidable_detour,32,0.16666666666666666,sustained_optimal_to_suboptimal,DOWN,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:wall_right:32,wall_right,wall_directional,belief_error_onset,True,32,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:action:52,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41,avoidable_detour,52,0.2694300518134715,sustained_optimal_to_suboptimal,LEFT,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:hit_wall_after_down:52,hit_wall_after_down,action_effects,belief_error_onset,True,52,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:action:60,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41,avoidable_detour,60,0.31088082901554404,sustained_optimal_to_suboptimal,LEFT,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:hit_wall_after_down:60,hit_wall_after_down,action_effects,belief_error_onset,True,60,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:action:73,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42,none,73,0.4899328859060403,sustained_optimal_to_suboptimal,UP,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:hit_wall_after_left:73,hit_wall_after_left,action_effects,belief_error_onset,True,73,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:action:94,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42,none,94,0.6308724832214765,sustained_optimal_to_suboptimal,RIGHT,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:hit_wall_after_left:94,hit_wall_after_left,action_effects,belief_error_onset,True,94,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:action:155,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,wall_hit,155,0.7711442786069652,sustained_optimal_to_suboptimal,LEFT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:has_key:155,has_key,core,belief_error_onset,True,155,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:action:155,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,wall_hit,155,0.7711442786069652,sustained_optimal_to_suboptimal,LEFT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:has_key_after_up:155,has_key_after_up,action_effects,belief_error_onset,True,155,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:action:174,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,wall_hit,174,0.8656716417910447,sustained_optimal_to_suboptimal,LEFT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:door_open:174,door_open,core,belief_error_onset,True,174,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:action:196,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,wall_hit,196,0.9751243781094527,sustained_optimal_to_suboptimal,LEFT,RIGHT,True,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:hit_wall_after_right:196,hit_wall_after_right,action_effects,belief_error_onset,True,196,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_004:action:36,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,backtrack,36,0.2535211267605634,sustained_optimal_to_suboptimal,UP,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_004:door_open:36,door_open,core,belief_error_onset,True,36,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_004:action:76,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,backtrack,76,0.5352112676056338,sustained_optimal_to_suboptimal,RIGHT,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_004:hit_wall_after_left:76,hit_wall_after_left,action_effects,belief_error_onset,True,76,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:3,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,3,0.015306122448979591,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:door_open:3,door_open,core,belief_error_onset,True,3,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:32,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,32,0.16326530612244897,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:door_open:32,door_open,core,belief_error_onset,True,32,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,50,0.25510204081632654,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:hit_wall_after_right:50,hit_wall_after_right,action_effects,belief_error_onset,True,50,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:71,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,71,0.3622448979591837,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:door_open:71,door_open,core,belief_error_onset,True,71,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,75,0.3826530612244898,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:door_open:75,door_open,core,belief_error_onset,True,75,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,75,0.3826530612244898,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:hit_wall_after_right:75,hit_wall_after_right,action_effects,belief_error_onset,True,75,0,coincides
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:action:23,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,backtrack,23,0.71875,sustained_optimal_to_suboptimal,RIGHT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:hit_wall_after_right:22,hit_wall_after_right,action_effects,belief_error_onset,True,22,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_13_step_001:action:10,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_13_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_13,backtrack,10,0.25,sustained_optimal_to_suboptimal,LEFT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_13_step_001:door_open:9,door_open,core,belief_error_onset,True,9,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,18,0.6,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:wall_right:17,wall_right,wall_directional,belief_error_onset,True,17,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011:action:66,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,backtrack,66,0.825,sustained_optimal_to_suboptimal,RIGHT,UP,True,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011:door_open:65,door_open,core,belief_error_onset,True,65,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:action:120,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26,short_loop,120,0.5172413793103449,sustained_optimal_to_suboptimal,LEFT,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:door_open:119,door_open,core,belief_error_onset,True,119,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:action:120,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26,short_loop,120,0.5172413793103449,sustained_optimal_to_suboptimal,LEFT,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:agent_location:119,agent_location,coordinates,belief_error_onset,True,119,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:action:120,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26,short_loop,120,0.5172413793103449,sustained_optimal_to_suboptimal,LEFT,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:goal_location:119,goal_location,coordinates,belief_error_onset,True,119,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:action:120,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26,short_loop,120,0.5172413793103449,sustained_optimal_to_suboptimal,LEFT,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_26_step_008:hit_wall_after_left:119,hit_wall_after_left,action_effects,belief_error_onset,True,119,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:action:32,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,avoidable_detour,32,0.16666666666666666,sustained_optimal_to_suboptimal,DOWN,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:hit_wall_after_down:31,hit_wall_after_down,action_effects,belief_error_onset,True,31,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:action:32,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,avoidable_detour,32,0.16666666666666666,sustained_optimal_to_suboptimal,DOWN,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:has_key_after_down:31,has_key_after_down,action_effects,belief_error_onset,True,31,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:action:60,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41,avoidable_detour,60,0.31088082901554404,sustained_optimal_to_suboptimal,LEFT,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:door_open:59,door_open,core,belief_error_onset,True,59,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:action:102,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41,avoidable_detour,102,0.5284974093264249,sustained_optimal_to_suboptimal,LEFT,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:hit_wall_after_left:101,hit_wall_after_left,action_effects,belief_error_onset,True,101,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:action:73,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42,none,73,0.4899328859060403,sustained_optimal_to_suboptimal,UP,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:door_open:72,door_open,core,belief_error_onset,True,72,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:action:73,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42,none,73,0.4899328859060403,sustained_optimal_to_suboptimal,UP,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:wall_down:72,wall_down,wall_directional,belief_error_onset,True,72,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:action:155,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,wall_hit,155,0.7711442786069652,sustained_optimal_to_suboptimal,LEFT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_002:hit_wall_after_left:154,hit_wall_after_left,action_effects,belief_error_onset,True,154,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_75_step_002:action:24,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_75_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_75,none,24,0.38095238095238093,sustained_optimal_to_suboptimal,UP,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_75_step_002:door_open:23,door_open,core,belief_error_onset,True,23,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:32,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,32,0.16326530612244897,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:hit_wall_after_up:31,hit_wall_after_up,action_effects,belief_error_onset,True,31,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:62,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,62,0.3163265306122449,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:agent_location:61,agent_location,coordinates,belief_error_onset,True,61,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:action:105,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92,none,105,0.5357142857142857,sustained_optimal_to_suboptimal,UP,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_92_step_004:wall_up:104,wall_up,wall_directional,belief_error_onset,True,104,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:8,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,8,0.25,sustained_optimal_to_suboptimal,DOWN,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:door_open:6,door_open,core,belief_error_onset,True,6,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,18,0.6,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:hit_wall_after_down:16,hit_wall_after_down,action_effects,belief_error_onset,True,16,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:action:53,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,avoidable_detour,53,0.2760416666666667,sustained_optimal_to_suboptimal,DOWN,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:hit_wall_after_left:51,hit_wall_after_left,action_effects,belief_error_onset,True,51,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:action:62,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,avoidable_detour,62,0.3229166666666667,sustained_optimal_to_suboptimal,DOWN,LEFT,True,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006:door_open:60,door_open,core,belief_error_onset,True,60,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:action:65,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41,avoidable_detour,65,0.33678756476683935,sustained_optimal_to_suboptimal,LEFT,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:door_open:63,door_open,core,belief_error_onset,True,63,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:action:65,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41,avoidable_detour,65,0.33678756476683935,sustained_optimal_to_suboptimal,LEFT,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41_step_000:hit_wall_after_left:63,hit_wall_after_left,action_effects,belief_error_onset,True,63,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:action:43,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42,none,43,0.28859060402684567,sustained_optimal_to_suboptimal,UP,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:hit_wall_after_right:41,hit_wall_after_right,action_effects,belief_error_onset,True,41,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:action:86,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42,none,86,0.5771812080536913,sustained_optimal_to_suboptimal,UP,LEFT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42_step_007:door_open:84,door_open,core,belief_error_onset,True,84,-2,leads
