example_id,trajectory_id,source_file,model_name,step_index,grid_text,carrying_key,observed_action,is_optimal_action,wall_hit,current_position,next_position,canonical_state,current_optimal_distance,next_optimal_distance,trajectory_actual_length,trajectory_recomputed_optimal_length,trajectory_length_delta,trajectory_reached_goal,stored_astar_distance,stored_astar_suspicious,trajectory_class,primary_step_failure_mode,is_failure_onset,is_terminal_failure_tail,is_pre_failure_context,pre_failure_for_step_index,selection_stage,selected_for_probe,selection_reason,probe_truths_json,optimal_actions_json,legacy_optimal_actions_json,failure_modes_json,matched_pair_id,matched_role,match_carrying_key,match_closed_door_visible,match_n_optimal_actions,match_distance_bin_5
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57.json,together_ai/openai/gpt-oss-20b,3,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ G D _ _ _ # 
2 # _ _ _ # _ _ _ # 
3 # _ _ _ # _ _ _ # 
4 # # # _ # # # _ # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ # _ K A # 
8 # # # # # # # # # ",False,LEFT,True,False,"7,7","6,7","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ G D _ _ _ #
2 # _ _ _ # _ _ _ #
3 # _ _ _ # _ _ _ #
4 # # # _ # # # _ #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ # _ K A #
8 # # # # # # # # #",12,11,15,14,1,True,30,True,suboptimal_success,freeze_repeat,False,False,False,,failure,True,"freeze_repeat_onset,suboptimal_success_failure_step","{""agent_location"": {""col"": 7, ""row"": 7}, ""agent_location_after_down"": {""col"": 7, ""row"": 7}, ""agent_location_after_left"": {""col"": 6, ""row"": 7}, ""agent_location_after_right"": {""col"": 7, ""row"": 7}, ""agent_location_after_up"": {""col"": 7, ""row"": 6}, ""door_location"": {""col"": 4, ""row"": 1}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 3, ""row"": 1}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""yes"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""yes"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""yes"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 6, ""row"": 7}, ""wall_down"": ""yes"", ""wall_left"": ""no"", ""wall_right"": ""yes"", ""wall_up"": ""no""}","[""LEFT""]","[""UP""]","[""freeze_repeat""]",pair_006,failure,False,True,1,2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23.json,together_ai/openai/gpt-oss-20b,6,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ K # _ _ _ # 
2 # _ _ A # _ _ _ # 
3 # _ _ _ _ _ _ _ # 
4 # # # # # _ # # # 
5 # G _ _ D _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ # _ _ _ # 
8 # # # # # # # # # ",False,UP,True,False,"3,2","3,1","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ K # _ _ _ #
2 # _ _ A # _ _ _ #
3 # _ _ _ _ _ _ _ #
4 # # # # # _ # # #
5 # G _ _ D _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ # _ _ _ #
8 # # # # # # # # #",11,10,17,17,0,True,30,True,optimal_success,none,False,False,True,7,context,True,pre_failure_context,"{""agent_location"": {""col"": 3, ""row"": 2}, ""agent_location_after_down"": {""col"": 3, ""row"": 3}, ""agent_location_after_left"": {""col"": 2, ""row"": 2}, ""agent_location_after_right"": {""col"": 3, ""row"": 2}, ""agent_location_after_up"": {""col"": 3, ""row"": 1}, ""door_location"": {""col"": 4, ""row"": 5}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 1, ""row"": 5}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""yes"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""yes"", ""key_location"": {""col"": 3, ""row"": 1}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""yes"", ""wall_up"": ""no""}","[""UP""]","[""DOWN""]",[],pair_006,control,False,True,1,2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15.json,together_ai/openai/gpt-oss-20b,0,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # A _ K # _ _ G # 
2 # _ _ _ # _ _ _ # 
3 # _ _ _ # _ _ _ # 
4 # # # D # # # _ # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",False,DOWN,False,False,"1,1","1,2","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # A _ K # _ _ G #
2 # _ _ _ # _ _ _ #
3 # _ _ _ # _ _ _ #
4 # # # D # # # _ #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",18,19,26,18,8,True,30,True,suboptimal_success,avoidable_detour,True,False,False,,failure,True,"avoidable_detour,suboptimal_success_failure_step","{""agent_location"": {""col"": 1, ""row"": 1}, ""agent_location_after_down"": {""col"": 1, ""row"": 2}, ""agent_location_after_left"": {""col"": 1, ""row"": 1}, ""agent_location_after_right"": {""col"": 2, ""row"": 1}, ""agent_location_after_up"": {""col"": 1, ""row"": 1}, ""door_location"": {""col"": 3, ""row"": 4}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 7, ""row"": 1}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""yes"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 3, ""row"": 1}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""no"", ""wall_up"": ""yes""}","[""RIGHT""]","[""DOWN"", ""RIGHT""]","[""avoidable_detour""]",pair_007,failure,False,True,1,3
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21.json,together_ai/openai/gpt-oss-20b,9,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # K _ _ # 
2 # _ _ _ # A _ _ # 
3 # _ _ _ _ _ _ _ # 
4 # _ # # # # # # # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ D _ G _ # 
7 # _ _ _ # _ _ _ # 
8 # # # # # # # # # ",False,UP,True,False,"5,2","5,1","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # K _ _ #
2 # _ _ _ # A _ _ #
3 # _ _ _ _ _ _ _ #
4 # _ # # # # # # #
5 # _ _ _ # _ _ _ #
6 # _ _ _ D _ G _ #
7 # _ _ _ # _ _ _ #
8 # # # # # # # # #",15,14,24,24,0,True,30,True,optimal_success,none,False,False,True,10,context,True,pre_failure_context,"{""agent_location"": {""col"": 5, ""row"": 2}, ""agent_location_after_down"": {""col"": 5, ""row"": 3}, ""agent_location_after_left"": {""col"": 5, ""row"": 2}, ""agent_location_after_right"": {""col"": 6, ""row"": 2}, ""agent_location_after_up"": {""col"": 5, ""row"": 1}, ""door_location"": {""col"": 4, ""row"": 6}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 6}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""yes"", ""key_location"": {""col"": 5, ""row"": 1}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""UP""]","[""DOWN""]",[],pair_007,control,False,True,1,3
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33.json,together_ai/openai/gpt-oss-20b,3,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ # _ A _ # 
3 # _ _ _ # _ _ K # 
4 # # # _ # # # D # 
5 # _ _ G # _ _ _ # 
6 # _ _ _ _ _ _ _ # 
7 # _ _ _ # _ _ _ # 
8 # # # # # # # # # ",False,RIGHT,True,False,"6,2","7,2","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ # _ A _ #
3 # _ _ _ # _ _ K #
4 # # # _ # # # D #
5 # _ _ G # _ _ _ #
6 # _ _ _ _ _ _ _ #
7 # _ _ _ # _ _ _ #
8 # # # # # # # # #",10,9,13,11,2,True,18,True,suboptimal_success,oscillation_2cycle,False,False,False,,failure,True,"backtrack,oscillation_2cycle_onset,suboptimal_success_failure_step","{""agent_location"": {""col"": 6, ""row"": 2}, ""agent_location_after_down"": {""col"": 6, ""row"": 3}, ""agent_location_after_left"": {""col"": 5, ""row"": 2}, ""agent_location_after_right"": {""col"": 7, ""row"": 2}, ""agent_location_after_up"": {""col"": 6, ""row"": 1}, ""door_location"": {""col"": 7, ""row"": 4}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 3, ""row"": 5}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 7, ""row"": 3}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""DOWN"", ""RIGHT""]","[""DOWN"", ""RIGHT""]","[""oscillation_2cycle"", ""backtrack""]",pair_008,failure,False,True,2,2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33.json,together_ai/openai/gpt-oss-20b,1,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ # _ A _ # 
3 # _ _ _ # _ _ K # 
4 # # # _ # # # D # 
5 # _ _ G # _ _ _ # 
6 # _ _ _ _ _ _ _ # 
7 # _ _ _ # _ _ _ # 
8 # # # # # # # # # ",False,RIGHT,True,False,"6,2","7,2","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ # _ A _ #
3 # _ _ _ # _ _ K #
4 # # # _ # # # D #
5 # _ _ G # _ _ _ #
6 # _ _ _ _ _ _ _ #
7 # _ _ _ # _ _ _ #
8 # # # # # # # # #",10,9,13,11,2,True,18,True,suboptimal_success,none,False,False,True,2,context,True,pre_failure_context,"{""agent_location"": {""col"": 6, ""row"": 2}, ""agent_location_after_down"": {""col"": 6, ""row"": 3}, ""agent_location_after_left"": {""col"": 5, ""row"": 2}, ""agent_location_after_right"": {""col"": 7, ""row"": 2}, ""agent_location_after_up"": {""col"": 6, ""row"": 1}, ""door_location"": {""col"": 7, ""row"": 4}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 3, ""row"": 5}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 7, ""row"": 3}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""DOWN"", ""RIGHT""]","[""DOWN"", ""RIGHT""]",[],pair_008,control,False,True,2,2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34.json,together_ai/openai/gpt-oss-20b,7,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ G # _ _ _ # 
3 # _ _ _ D _ _ _ # 
4 # # # # # # # _ # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ A _ # 
7 # _ _ _ _ _ _ K # 
8 # # # # # # # # # ",False,RIGHT,True,False,"6,6","7,6","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ G # _ _ _ #
3 # _ _ _ D _ _ _ #
4 # # # # # # # _ #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ A _ #
7 # _ _ _ _ _ _ K #
8 # # # # # # # # #",11,10,18,16,2,True,30,True,suboptimal_success,backtrack,False,False,False,,failure,True,"backtrack,suboptimal_success_failure_step","{""agent_location"": {""col"": 6, ""row"": 6}, ""agent_location_after_down"": {""col"": 6, ""row"": 7}, ""agent_location_after_left"": {""col"": 5, ""row"": 6}, ""agent_location_after_right"": {""col"": 7, ""row"": 6}, ""agent_location_after_up"": {""col"": 6, ""row"": 5}, ""door_location"": {""col"": 4, ""row"": 3}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 3, ""row"": 2}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 7, ""row"": 7}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""DOWN"", ""RIGHT""]","[""RIGHT"", ""UP""]","[""backtrack""]",pair_009,failure,False,True,2,2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57.json,together_ai/openai/gpt-oss-20b,1,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ G D _ _ _ # 
2 # _ _ _ # _ _ _ # 
3 # _ _ _ # _ _ _ # 
4 # # # _ # # # _ # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ A # 
7 # _ _ _ # _ K _ # 
8 # # # # # # # # # ",False,DOWN,True,False,"7,6","7,7","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ G D _ _ _ #
2 # _ _ _ # _ _ _ #
3 # _ _ _ # _ _ _ #
4 # # # _ # # # _ #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ A #
7 # _ _ _ # _ K _ #
8 # # # # # # # # #",13,12,15,14,1,True,30,True,suboptimal_success,none,False,False,True,2,context,True,pre_failure_context,"{""agent_location"": {""col"": 7, ""row"": 6}, ""agent_location_after_down"": {""col"": 7, ""row"": 7}, ""agent_location_after_left"": {""col"": 6, ""row"": 6}, ""agent_location_after_right"": {""col"": 7, ""row"": 6}, ""agent_location_after_up"": {""col"": 7, ""row"": 5}, ""door_location"": {""col"": 4, ""row"": 1}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 3, ""row"": 1}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""yes"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 6, ""row"": 7}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""yes"", ""wall_up"": ""no""}","[""DOWN"", ""LEFT""]","[""UP""]",[],pair_009,control,False,True,2,2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15.json,together_ai/openai/gpt-oss-20b,7,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ G # 
2 # _ _ _ # _ _ _ # 
3 # _ _ _ # _ _ _ # 
4 # # # A # # # _ # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,UP,False,False,"3,4","3,3","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ G #
2 # _ _ _ # _ _ _ #
3 # _ _ _ # _ _ _ #
4 # # # A # # # _ #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",13,14,26,18,8,True,30,True,suboptimal_success,backtrack,False,False,False,,failure,True,"avoidable_detour,backtrack,suboptimal_success_failure_step","{""agent_location"": {""col"": 3, ""row"": 4}, ""agent_location_after_down"": {""col"": 3, ""row"": 5}, ""agent_location_after_left"": {""col"": 3, ""row"": 4}, ""agent_location_after_right"": {""col"": 3, ""row"": 4}, ""agent_location_after_up"": {""col"": 3, ""row"": 3}, ""door_location"": {""col"": -1, ""row"": -1}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 7, ""row"": 1}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""yes"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""yes"", ""wall_up"": ""no""}","[""DOWN""]","[""DOWN""]","[""backtrack"", ""avoidable_detour""]",pair_010,failure,True,False,1,2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15.json,together_ai/openai/gpt-oss-20b,6,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ G # 
2 # _ _ _ # _ _ _ # 
3 # _ _ A # _ _ _ # 
4 # # # _ # # # _ # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,DOWN,True,False,"3,3","3,4","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ G #
2 # _ _ _ # _ _ _ #
3 # _ _ A # _ _ _ #
4 # # # _ # # # _ #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",14,13,26,18,8,True,30,True,suboptimal_success,none,False,False,True,7,context,True,pre_failure_context,"{""agent_location"": {""col"": 3, ""row"": 3}, ""agent_location_after_down"": {""col"": 3, ""row"": 4}, ""agent_location_after_left"": {""col"": 2, ""row"": 3}, ""agent_location_after_right"": {""col"": 3, ""row"": 3}, ""agent_location_after_up"": {""col"": 3, ""row"": 2}, ""door_location"": {""col"": -1, ""row"": -1}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 7, ""row"": 1}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""yes"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""yes"", ""wall_up"": ""no""}","[""DOWN""]","[""DOWN""]",[],pair_010,control,True,False,1,2
