example_id,trajectory_id,source_file,model_name,step_index,grid_text,carrying_key,observed_action,is_optimal_action,wall_hit,current_position,next_position,canonical_state,current_optimal_distance,next_optimal_distance,trajectory_actual_length,trajectory_recomputed_optimal_length,trajectory_length_delta,trajectory_reached_goal,stored_astar_distance,stored_astar_suspicious,trajectory_class,primary_step_failure_mode,is_failure_onset,is_terminal_failure_tail,is_pre_failure_context,pre_failure_for_step_index,selection_stage,selected_for_probe,selection_reason,probe_truths_json,optimal_actions_json,legacy_optimal_actions_json,failure_modes_json
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,0,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # _ A _ # _ _ _ # 
4 # _ # # # # # # # 
5 # _ K _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",False,LEFT,True,False,"2,3","1,3","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # _ A _ # _ _ _ #
4 # _ # # # # # # #
5 # _ K _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",13,12,13,13,0,True,30,True,optimal_success,none,False,False,False,,failure,False,,"{""agent_location"": {""col"": 2, ""row"": 3}, ""agent_location_after_down"": {""col"": 2, ""row"": 3}, ""agent_location_after_left"": {""col"": 1, ""row"": 3}, ""agent_location_after_right"": {""col"": 3, ""row"": 3}, ""agent_location_after_up"": {""col"": 2, ""row"": 2}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""yes"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 2, ""row"": 5}, ""wall_down"": ""yes"", ""wall_left"": ""no"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""LEFT""]","[""RIGHT"", ""UP""]",[]
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,1,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # A _ _ # _ _ _ # 
4 # _ # # # # # # # 
5 # _ K _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",False,DOWN,True,False,"1,3","1,4","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # A _ _ # _ _ _ #
4 # _ # # # # # # #
5 # _ K _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",12,11,13,13,0,True,30,True,optimal_success,none,False,False,False,,failure,False,,"{""agent_location"": {""col"": 1, ""row"": 3}, ""agent_location_after_down"": {""col"": 1, ""row"": 4}, ""agent_location_after_left"": {""col"": 1, ""row"": 3}, ""agent_location_after_right"": {""col"": 2, ""row"": 3}, ""agent_location_after_up"": {""col"": 1, ""row"": 2}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 2, ""row"": 5}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""DOWN""]","[""RIGHT"", ""UP""]",[]
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,2,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # _ _ _ # _ _ _ # 
4 # A # # # # # # # 
5 # _ K _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",False,DOWN,True,False,"1,4","1,5","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # _ _ _ # _ _ _ #
4 # A # # # # # # #
5 # _ K _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",11,10,13,13,0,True,30,True,optimal_success,none,False,False,False,,failure,False,,"{""agent_location"": {""col"": 1, ""row"": 4}, ""agent_location_after_down"": {""col"": 1, ""row"": 5}, ""agent_location_after_left"": {""col"": 1, ""row"": 4}, ""agent_location_after_right"": {""col"": 1, ""row"": 4}, ""agent_location_after_up"": {""col"": 1, ""row"": 3}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""no"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""yes"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": 2, ""row"": 5}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""yes"", ""wall_up"": ""no""}","[""DOWN""]","[""UP""]",[]
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,3,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # _ _ _ # _ _ _ # 
4 # _ # # # # # # # 
5 # A K _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",False,RIGHT,True,False,"1,5","2,5","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # _ _ _ # _ _ _ #
4 # _ # # # # # # #
5 # A K _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",10,9,13,13,0,True,30,True,optimal_success,none,False,False,True,4,context,True,pre_failure_context,"{""agent_location"": {""col"": 1, ""row"": 5}, ""agent_location_after_down"": {""col"": 1, ""row"": 6}, ""agent_location_after_left"": {""col"": 1, ""row"": 5}, ""agent_location_after_right"": {""col"": 2, ""row"": 5}, ""agent_location_after_up"": {""col"": 1, ""row"": 4}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""no"", ""has_key_after_down"": ""no"", ""has_key_after_left"": ""no"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""no"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""yes"", ""is_key_up"": ""no"", ""key_location"": {""col"": 2, ""row"": 5}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""RIGHT""]","[""UP""]",[]
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_004,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,4,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # _ _ _ # _ _ _ # 
4 # _ # # # # # # # 
5 # _ A _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,LEFT,True,False,"2,5","1,5","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # _ _ _ # _ _ _ #
4 # _ # # # # # # #
5 # _ A _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",9,8,13,13,0,True,30,True,optimal_success,backtrack,True,False,False,,failure,True,backtrack,"{""agent_location"": {""col"": 2, ""row"": 5}, ""agent_location_after_down"": {""col"": 2, ""row"": 6}, ""agent_location_after_left"": {""col"": 1, ""row"": 5}, ""agent_location_after_right"": {""col"": 3, ""row"": 5}, ""agent_location_after_up"": {""col"": 2, ""row"": 5}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""yes"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""no"", ""wall_up"": ""yes""}","[""LEFT""]","[""LEFT""]","[""backtrack""]"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_005,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,5,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # _ _ _ # _ _ _ # 
4 # _ # # # # # # # 
5 # A _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,UP,True,False,"1,5","1,4","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # _ _ _ # _ _ _ #
4 # _ # # # # # # #
5 # A _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",8,7,13,13,0,True,30,True,optimal_success,short_loop,False,False,False,,failure,True,short_loop_onset,"{""agent_location"": {""col"": 1, ""row"": 5}, ""agent_location_after_down"": {""col"": 1, ""row"": 6}, ""agent_location_after_left"": {""col"": 1, ""row"": 5}, ""agent_location_after_right"": {""col"": 2, ""row"": 5}, ""agent_location_after_up"": {""col"": 1, ""row"": 4}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""UP""]","[""UP""]","[""short_loop""]"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,6,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # _ _ _ # _ _ _ # 
4 # A # # # # # # # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,UP,True,False,"1,4","1,3","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # _ _ _ # _ _ _ #
4 # A # # # # # # #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",7,6,13,13,0,True,30,True,optimal_success,short_loop,False,False,False,,failure,True,short_loop_representative,"{""agent_location"": {""col"": 1, ""row"": 4}, ""agent_location_after_down"": {""col"": 1, ""row"": 5}, ""agent_location_after_left"": {""col"": 1, ""row"": 4}, ""agent_location_after_right"": {""col"": 1, ""row"": 4}, ""agent_location_after_up"": {""col"": 1, ""row"": 3}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""yes"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""yes"", ""wall_up"": ""no""}","[""UP""]","[""UP""]","[""short_loop""]"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,7,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # A _ _ # _ _ _ # 
4 # _ # # # # # # # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,RIGHT,True,False,"1,3","2,3","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # A _ _ # _ _ _ #
4 # _ # # # # # # #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",6,5,13,13,0,True,30,True,optimal_success,none,False,False,False,,failure,False,,"{""agent_location"": {""col"": 1, ""row"": 3}, ""agent_location_after_down"": {""col"": 1, ""row"": 4}, ""agent_location_after_left"": {""col"": 1, ""row"": 3}, ""agent_location_after_right"": {""col"": 2, ""row"": 3}, ""agent_location_after_up"": {""col"": 1, ""row"": 2}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""yes"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""no"", ""wall_left"": ""yes"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""RIGHT"", ""UP""]","[""RIGHT"", ""UP""]",[]
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,8,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ _ _ D _ G _ # 
3 # _ A _ # _ _ _ # 
4 # _ # # # # # # # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,UP,True,False,"2,3","2,2","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ _ _ D _ G _ #
3 # _ A _ # _ _ _ #
4 # _ # # # # # # #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",5,4,13,13,0,True,30,True,optimal_success,none,False,False,False,,failure,False,,"{""agent_location"": {""col"": 2, ""row"": 3}, ""agent_location_after_down"": {""col"": 2, ""row"": 3}, ""agent_location_after_left"": {""col"": 1, ""row"": 3}, ""agent_location_after_right"": {""col"": 3, ""row"": 3}, ""agent_location_after_up"": {""col"": 2, ""row"": 2}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""yes"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""yes"", ""wall_left"": ""no"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""RIGHT"", ""UP""]","[""RIGHT"", ""UP""]",[]
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_12.json,together_ai/openai/gpt-oss-20b,9,"  0 1 2 3 4 5 6 7 8 
0 # # # # # # # # # 
1 # _ _ _ # _ _ _ # 
2 # _ A _ D _ G _ # 
3 # _ _ _ # _ _ _ # 
4 # _ # # # # # # # 
5 # _ _ _ # _ _ _ # 
6 # _ _ _ # _ _ _ # 
7 # _ _ _ _ _ _ _ # 
8 # # # # # # # # # ",True,RIGHT,True,False,"2,2","3,2","  0 1 2 3 4 5 6 7 8
0 # # # # # # # # #
1 # _ _ _ # _ _ _ #
2 # _ A _ D _ G _ #
3 # _ _ _ # _ _ _ #
4 # _ # # # # # # #
5 # _ _ _ # _ _ _ #
6 # _ _ _ # _ _ _ #
7 # _ _ _ _ _ _ _ #
8 # # # # # # # # #",4,3,13,13,0,True,30,True,optimal_success,none,False,False,False,,failure,False,,"{""agent_location"": {""col"": 2, ""row"": 2}, ""agent_location_after_down"": {""col"": 2, ""row"": 3}, ""agent_location_after_left"": {""col"": 1, ""row"": 2}, ""agent_location_after_right"": {""col"": 3, ""row"": 2}, ""agent_location_after_up"": {""col"": 2, ""row"": 1}, ""door_location"": {""col"": 4, ""row"": 2}, ""door_open"": ""no"", ""door_open_after_down"": ""no"", ""door_open_after_left"": ""no"", ""door_open_after_right"": ""no"", ""door_open_after_up"": ""no"", ""goal_location"": {""col"": 6, ""row"": 2}, ""has_key"": ""yes"", ""has_key_after_down"": ""yes"", ""has_key_after_left"": ""yes"", ""has_key_after_right"": ""yes"", ""has_key_after_up"": ""yes"", ""hit_wall_after_down"": ""no"", ""hit_wall_after_left"": ""no"", ""hit_wall_after_right"": ""no"", ""hit_wall_after_up"": ""no"", ""is_door_down"": ""no"", ""is_door_left"": ""no"", ""is_door_right"": ""no"", ""is_door_up"": ""no"", ""is_goal_down"": ""no"", ""is_goal_left"": ""no"", ""is_goal_right"": ""no"", ""is_goal_up"": ""no"", ""is_key_down"": ""no"", ""is_key_left"": ""no"", ""is_key_right"": ""no"", ""is_key_up"": ""no"", ""key_location"": {""col"": -1, ""row"": -1}, ""wall_down"": ""no"", ""wall_left"": ""no"", ""wall_right"": ""no"", ""wall_up"": ""no""}","[""RIGHT""]","[""RIGHT""]",[]
