audit_type,event_id,example_id,trajectory_id,failure_category,reasoning_step_idx,reasoning_progress,reasoning_character_progress,analysis_unit,event_type,previous_action,current_action,strictly_sustained_to_trace_end,shift_id,question_id,question_family,previous_answer,current_answer,ground_truth,shift_type,persistent_belief_error
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,17,0.2125,0.17430639324487335,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:17,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.225,0.18425814234016888,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:18,door_open,core,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,19,0.2375,0.19662243667068757,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:19,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,2,0.025,0.019300361881785282,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:2,wall_down,wall_directional,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,3,0.0375,0.02925211097708082,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:3,wall_down,wall_directional,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,8,0.1,0.09469240048250904,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_up:8,hit_wall_after_up,action_effects,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,9,0.1125,0.10283474065138722,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_up:9,hit_wall_after_up,action_effects,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.225,0.18425814234016888,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_up:18,hit_wall_after_up,action_effects,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,14,0.175,0.14505428226779252,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open_after_up:14,door_open_after_up,action_effects,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,17,0.2125,0.17430639324487335,sentence,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open_after_up:17,door_open_after_up,action_effects,yes,no,no,belief_error_recovery,False
