row_id,example_id,trajectory_id,step_index,reasoning_reveal_pct,question_id,oracle_prompt,behavioral_label,representational_label,ground_truth,segment_response,full_sequence_response,normalized_behavioral_label,normalized_representational_label,normalized_ground_truth,normalized_segment_response,normalized_full_sequence_response,segment_matches_behavioral_label,full_sequence_matches_behavioral_label,segment_matches_representational_label,full_sequence_matches_representational_label,segment_matches_ground_truth,full_sequence_matches_ground_truth
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_left_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,0,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",yes,,no,,no,yes,,no,,no,False,False,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_left_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,25,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_left_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,50,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_left_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,75,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_left_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,100,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,"no
",no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_right_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,0,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_right_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,25,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_right_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,50,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_right_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,75,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_right_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,100,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_up_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,0,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_up_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,25,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_up_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,50,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_up_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,75,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,"no
",no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001_wall_up_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,100,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_down_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,0,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_forced_action_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,0,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",LEFT,,LEFT,,RIGHT,left,,left,,right,False,False,False,False,False,False
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_down_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,25,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_forced_action_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,25,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",LEFT,,LEFT,,RIGHT,left,,left,,right,False,False,False,False,False,False
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_down_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,50,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_forced_action_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,50,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",DOWN,,DOWN,,RIGHT,down,,down,,right,False,False,False,False,False,False
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_down_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,75,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_forced_action_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,75,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",DOWN,,DOWN,,DOWN,down,,down,,down,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_down_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,100,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_forced_action_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,100,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",DOWN,,DOWN,,DOWN,down,,down,,down,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_left_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,0,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_left_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,25,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_left_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,50,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_left_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,75,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_left_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,100,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_right_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,0,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_right_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,25,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_right_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,50,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_right_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,75,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_right_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,100,wall_right,"Given these activations, is the cell immediately RIGHT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_up_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,0,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_up_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,25,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_up_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,50,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_up_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,75,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002_wall_up_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,100,wall_up,"Given these activations, is the cell immediately UP of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_down_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,0,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_forced_action_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,0,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",LEFT,,LEFT,,RIGHT,left,,left,,right,False,False,False,False,False,False
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_down_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,25,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_forced_action_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,25,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",LEFT,,LEFT,,LEFT,left,,left,,left,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_down_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,50,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_forced_action_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,50,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",LEFT,,LEFT,,LEFT,left,,left,,left,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_down_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,75,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,"no
",no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_forced_action_r75,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,75,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",LEFT,,LEFT,,LEFT,left,,left,,left,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_down_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,100,wall_down,"Given these activations, is the cell immediately DOWN of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_forced_action_r100,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,100,forced_action,"If the model had to answer now based only on these activations, which next action would it most likely output? Answer with exactly one of: UP, DOWN, LEFT, RIGHT, unknown.",LEFT,,LEFT,,LEFT,left,,left,,left,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_left_r0,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,0,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_left_r25,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,25,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
ao_together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001_wall_left_r50,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,1,50,wall_left,"Given these activations, is the cell immediately LEFT of the agent a wall? Answer with exactly one of: yes, no, unknown.",no,,no,,no,no,,no,,no,False,True,False,False,False,True
