audit_type,event_id,example_id,trajectory_id,failure_category,reasoning_step_idx,reasoning_progress,event_type,previous_action,current_action,strictly_sustained_to_trace_end,shift_id,question_id,question_family,previous_answer,current_answer,ground_truth,shift_type,persistent_belief_error
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,10,0.3125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:10,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,14,0.4375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:14,door_open,core,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.5625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:18,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,25,0.78125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:25,door_open,core,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,26,0.8125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:26,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,27,0.84375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:27,door_open,core,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,32,1.0,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:door_open:32,door_open,core,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,15,0.46875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_right:15,wall_right,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.5625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_right:18,wall_right,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,19,0.59375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_right:19,wall_right,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,20,0.625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_right:20,wall_right,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,30,0.9375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_right:30,wall_right,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,32,1.0,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_right:32,wall_right,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,15,0.46875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:15,wall_left,wall_directional,yes,invalid,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,17,0.53125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:17,wall_left,wall_directional,invalid,yes,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.5625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:18,wall_left,wall_directional,yes,invalid,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,19,0.59375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:19,wall_left,wall_directional,invalid,yes,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,26,0.8125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:26,wall_left,wall_directional,yes,invalid,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,27,0.84375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:27,wall_left,wall_directional,invalid,yes,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,28,0.875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:28,wall_left,wall_directional,yes,invalid,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,31,0.96875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:31,wall_left,wall_directional,invalid,yes,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,32,1.0,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_left:32,wall_left,wall_directional,yes,invalid,yes,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,7,0.21875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:7,wall_up,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,8,0.25,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:8,wall_up,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,16,0.5,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:16,wall_up,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.5625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:18,wall_up,wall_directional,invalid,yes,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,19,0.59375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:19,wall_up,wall_directional,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,24,0.75,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:24,wall_up,wall_directional,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,25,0.78125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:25,wall_up,wall_directional,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,31,0.96875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:31,wall_up,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,32,1.0,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_up:32,wall_up,wall_directional,invalid,no,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,17,0.53125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:17,wall_down,wall_directional,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.5625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:18,wall_down,wall_directional,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,24,0.75,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:24,wall_down,wall_directional,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,25,0.78125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:25,wall_down,wall_directional,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,28,0.875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:28,wall_down,wall_directional,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,29,0.90625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:29,wall_down,wall_directional,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,32,1.0,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:wall_down:32,wall_down,wall_directional,no,invalid,no,invalid_boundary,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.5625,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_right:18,hit_wall_after_right,action_effects,no,yes,no,belief_error_onset,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,19,0.59375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_right:19,hit_wall_after_right,action_effects,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,22,0.6875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_right:22,hit_wall_after_right,action_effects,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,25,0.78125,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_right:25,hit_wall_after_right,action_effects,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,27,0.84375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_right:27,hit_wall_after_right,action_effects,no,yes,no,belief_error_onset,True
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,31,0.96875,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:hit_wall_after_right:31,hit_wall_after_right,action_effects,yes,no,no,belief_error_recovery,False
belief_shift,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,14,0.4375,,,,,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:agent_location:14,agent_location,coordinates,"3,5","5,7","3,5",belief_error_onset,True
