event_id,example_id,trajectory_id,failure_category,reasoning_step_idx,reasoning_progress,event_type,previous_action,current_action,strictly_sustained_to_trace_end,belief_shift_id,question_id,question_family,shift_type,persistent_belief_error,belief_shift_step_idx,belief_shift_minus_action_event_steps,temporal_relation
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:action:8,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,backtrack,8,0.25,sustained_optimal_to_suboptimal,DOWN,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_007:door_open:6,door_open,core,belief_error_onset,True,6,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,18,0.6,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:hit_wall_after_down:16,hit_wall_after_down,action_effects,belief_error_onset,True,16,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003:action:10,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,short_loop,10,0.3448275862068966,sustained_optimal_to_suboptimal,LEFT,DOWN,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003:door_open:7,door_open,core,belief_error_onset,True,7,-3,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:action:23,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10,backtrack,23,0.71875,sustained_optimal_to_suboptimal,RIGHT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002:hit_wall_after_right:20,hit_wall_after_right,action_effects,belief_error_onset,True,20,-3,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016:action:13,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,wall_hit,13,0.40625,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016:door_open:10,door_open,core,belief_error_onset,True,10,-3,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016:action:13,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,wall_hit,13,0.40625,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016:hit_wall_after_down:10,hit_wall_after_down,action_effects,belief_error_onset,True,10,-3,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,18,0.6,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:wall_down:17,wall_down,wall_directional,belief_error_onset,False,17,-1,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016:action:16,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,wall_hit,16,0.5,sustained_optimal_to_suboptimal,DOWN,RIGHT,True,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_016:hit_wall_after_right:14,hit_wall_after_right,action_effects,belief_error_onset,False,14,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_009:action:30,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,wall_hit,30,0.967741935483871,sustained_optimal_to_suboptimal,LEFT,UP,True,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_009:hit_wall_after_left:28,hit_wall_after_left,action_effects,belief_error_onset,False,28,-2,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15,avoidable_detour,18,0.6923076923076923,sustained_optimal_to_suboptimal,RIGHT,DOWN,True,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_15_step_000:door_open:15,door_open,core,belief_error_onset,False,15,-3,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,none,18,0.6,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010:goal_location:15,goal_location,coordinates,belief_error_onset,False,15,-3,leads
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_009:action:24,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,wall_hit,24,0.7741935483870968,sustained_optimal_to_suboptimal,LEFT,UP,False,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_009:hit_wall_after_left:21,hit_wall_after_left,action_effects,belief_error_onset,False,21,-3,leads
